,ground truth outcome
pilot_towers_nb2_fr015_SJ010_mono1_dis1_occ1_tdwroom_0018_img,True
pilot_towers_nb4_fr015_SJ000_gr000sph_mono1_dis0_occ0_tdwroom_0010_img,True
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0001_img,False
pilot_towers_nb2_fr015_SJ010_mono0_dis0_occ0_tdwroom_0002_img,False
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0007_img,True
pilot_towers_nb2_fr015_SJ010_mono1_dis1_occ1_tdwroom_0014_img,False
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0007_img,True
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0013_img,True
pilot_towers_nb4_fr015_SJ000_gr000sph_mono1_dis0_occ0_tdwroom_0003_img,False
pilot_towers_nb2_fr015_SJ010_mono0_dis0_occ0_tdwroom_0018_img,True
pilot_towers_nb4_SJ025_mono1_dis1_occ1_boxroom_0006_img,False
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0008_img,False
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0001_img,True
pilot_towers_nb4_fr015_SJ000_gr-01_mono1_dis1_occ1_boxroom_0008_img,False
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0008_img,False
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0003_img,True
pilot_towers_nb2_fr015_SJ010_mono0_dis0_occ0_tdwroom_0009_img,True
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0003_img,False
pilot_towers_nb4_SJ025_mono1_dis1_occ1_boxroom_0009_img,True
pilot_towers_nb4_fr015_SJ000_gr015sph_mono1_dis0_occ0_tdwroom_0009_img,False
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0009_img,False
pilot_towers_nb4_fr015_SJ000_gr-01_mono1_dis1_occ1_boxroom_0000_img,True
pilot_towers_nb4_fr015_SJ000_gr000sph_mono1_dis0_occ0_tdwroom_0013_img,True
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0016_img,False
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0011_img,True
pilot_towers_nb4_fr015_SJ000_gr015sph_mono1_dis0_occ0_tdwroom_0017_img,False
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0010_img,False
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0004_img,True
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0005_img,False
pilot_towers_nb4_fr015_SJ000_gr000sph_mono1_dis0_occ0_tdwroom_0005_img,True
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0012_img,False
pilot_towers_nb2_fr015_SJ010_mono1_dis1_occ1_tdwroom_0005_img,True
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0008_img,True
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0018_img,True
pilot_towers_nb4_fr015_SJ000_gr-01_mono1_dis1_occ1_boxroom_0001_img,False
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0000_img,True
pilot_towers_nb2_fr015_SJ010_mono0_dis0_occ0_tdwroom_0019_img,False
pilot_towers_nb2_fr015_SJ010_mono0_dis0_occ0_tdwroom_0014_img,False
pilot_towers_nb2_fr015_SJ010_mono1_dis1_occ1_tdwroom_0003_img,False
pilot_towers_nb4_fr015_SJ000_gr-01_mono1_dis1_occ1_boxroom_0018_img,False
pilot_towers_nb3_fr015_SJ025_mono1_dis0_occ0_tdwroom_0010_img,True
pilot_towers_nb3_fr015_SJ025_mono1_dis0_occ0_tdwroom_0012_img,True
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0006_img,True
pilot_towers_nb4_SJ025_mono1_dis1_occ1_boxroom_0002_img,False
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0014_img,False
pilot_towers_nb4_SJ025_mono1_dis1_occ1_boxroom_0014_img,True
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0010_img,True
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0019_img,True
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0019_img,False
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0002_img,True
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0016_img,False
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0013_img,True
pilot_towers_nb4_fr015_SJ000_gr000sph_mono1_dis0_occ0_tdwroom_0007_img,False
pilot_towers_nb2_fr015_SJ010_mono1_dis1_occ1_tdwroom_0012_img,False
pilot_towers_nb2_fr015_SJ010_mono0_dis0_occ0_tdwroom_0017_img,True
pilot_towers_nb3_fr015_SJ025_mono1_dis0_occ0_tdwroom_0013_img,True
pilot_towers_nb4_fr015_SJ000_gr000sph_mono1_dis0_occ0_tdwroom_0002_img,False
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0009_img,True
pilot_towers_nb4_fr015_SJ000_gr015sph_mono1_dis0_occ0_tdwroom_0019_img,False
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0015_img,True
pilot_towers_nb4_fr015_SJ000_gr000sph_mono1_dis0_occ0_tdwroom_0008_img,False
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0014_img,True
pilot_towers_nb2_fr015_SJ010_mono0_dis0_occ0_tdwroom_0015_img,False
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0013_img,False
pilot_towers_nb4_fr015_SJ000_gr-01_mono1_dis1_occ1_boxroom_0019_img,True
pilot_towers_nb3_fr015_SJ025_mono1_dis0_occ0_tdwroom_0006_img,False
pilot_towers_nb3_fr015_SJ025_mono1_dis0_occ0_tdwroom_0018_img,True
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0002_img,True
pilot_towers_nb4_fr015_SJ000_gr015sph_mono1_dis0_occ0_tdwroom_0000_img,True
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0000_img,True
pilot_towers_nb4_fr015_SJ000_gr000sph_mono1_dis0_occ0_tdwroom_0017_img,True
pilot_towers_nb2_fr015_SJ010_mono1_dis1_occ1_tdwroom_0019_img,False
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0019_img,False
pilot_towers_nb3_fr015_SJ025_mono1_dis0_occ0_tdwroom_0008_img,True
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0002_img,True
pilot_towers_nb4_fr015_SJ000_gr015sph_mono1_dis0_occ0_tdwroom_0018_img,False
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0009_img,True
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0001_img,True
pilot_towers_nb3_fr015_SJ025_mono1_dis0_occ0_tdwroom_0014_img,True
pilot_towers_nb4_SJ025_mono1_dis1_occ1_boxroom_0005_img,True
pilot_towers_nb4_fr015_SJ000_gr015sph_mono1_dis0_occ0_tdwroom_0001_img,False
pilot_towers_nb4_SJ025_mono1_dis0_occ0_tdwroom_0004_img,False
pilot_towers_nb4_fr015_SJ000_gr-01_mono1_dis1_occ1_boxroom_0007_img,True
pilot_towers_nb4_fr015_SJ000_gr-01_mono1_dis1_occ1_boxroom_0010_img,True
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0017_img,False
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0009_img,True
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0003_img,False
pilot_towers_nb4_fr015_SJ000_gr015sph_mono1_dis0_occ0_tdwroom_0007_img,False
pilot_towers_nb2_fr015_SJ010_mono1_dis1_occ1_tdwroom_0017_img,False
pilot_towers_nb3_fr015_SJ025_mono1_dis0_occ0_tdwroom_0005_img,False
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0014_img,True
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0014_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0026_img,True
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0016_img,True
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0021_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0014_img,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0024_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0019_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0018_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0017_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0004_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0021_img,False
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0021_img,True
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0000_img,True
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0002_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0016_img,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0008_img,False
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0004_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0003_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0008_img,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0020_img,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0015_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0021_img,True
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0003_img,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0019_img,False
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0014_img,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0018_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0022_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0005_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0012_img,False
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0019_img,False
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0005_img,True
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0008_img,True
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0023_img,False
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0013_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0018_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0007_img,False
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0013_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0013_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0018_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0007_img,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0023_img,False
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0020_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0022_img,False
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0002_img,True
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0016_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0009_img,True
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0003_img,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0007_img,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0004_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0020_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0011_img,True
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0004_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0004_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0001_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0002_img,True
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0010_img,False
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0007_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0015_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0019_img,True
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0000_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0017_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0000_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0025_img,True
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0010_img,False
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0007_img,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0013_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0009_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0021_img,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0002_img,True
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0014_img,False
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0002_img,False
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0023_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0020_img,True
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0023_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0031_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0013_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0007_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0028_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0023_img,False
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0000_img,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0021_img,True
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0001_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0013_img,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0009_img,False
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0015_img,True
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0001_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0015_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0011_img,True
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0022_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0006_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0030_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0020_img,True
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0002_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0033_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0008_img,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0012_img,False
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0005_img,True
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0011_img,True
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0005_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0006_img,True
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0006_img,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0014_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0010_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0010_img,False
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0021_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0010_img,True
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0003_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0011_img,True
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0001_img,False
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0008_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0017_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0032_img,True
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0012_img,True
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0023_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0024_img,True
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0011_img,False
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0018_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0001_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0009_img,True
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0015_img,True
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0016_img,True
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0012_img,False
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0027_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0019_img,True
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0017_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0019_img,True
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0009_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0013_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0022_img,True
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0012_img,False
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0005_img,False
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0020_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0018_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0008_img,True
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0008_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0024_img,False
pilot_linking_nl2-3_mg01_aCone_bCyl_boxroom_0019_img,False
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0012_img,False
pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0017_img,True
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0024_img,False
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0022_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0011_img,True
pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0000_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0005_img,True
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0012_img,True
pilot_linking_nl4-8_mg-005_aCyl_bCyl_occ1_dis1_tdwroom_0002_img,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0006_img,False
pilot_linking_nl6_aCyl_bCube_occ1_dis1_boxroom_0015_img,False
pilot_linking_nl1-8_ms03_aCylcap_bCyl_occ1_dis1_tdwroom_0001_img,True
pilot_linking_nl1-5_aNone_bCube_occ1_dis1_tdwroom_0001_img,False
pilot-containment-cylinder-bowl_0007_img,True
pilot-containment-cylinder-bowl_0015_img,False
pilot-containment-vase_0012_img,False
pilot-containment-box_0006_img,False
pilot-containment-cone-plate_0017_img,False
pilot-containment-box_0015_img,True
pilot-containment-vase_0018_img,True
pilot-containment-torus_0015_img,True
pilot-containment-bowl_0024_img,True
pilot-containment-vase_0024_img,False
pilot-containment-box_0003_img,True
pilot-containment-bowl_0018_img,True
pilot-containment-cone-plate_0006_img,True
pilot-containment-cone-plate_0022_img,True
pilot-containment-bowl_0007_img,False
pilot-containment-cylinder-bowl_0024_img,True
pilot-containment-multi-bowl_0014_img,False
pilot-containment-box_0017_img,True
pilot-containment-multi-bowl_0004_img,False
pilot-containment-bowl_0021_img,True
pilot-containment-torus_0010_img,False
pilot-containment-cone-plate_0012_img,False
pilot-containment-torus_0005_img,False
pilot-containment-box_0012_img,True
pilot-containment-cylinder-bowl_0020_img,False
pilot-containment-cone-plate_0019_img,True
pilot-containment-box_0013_img,True
pilot-containment-cylinder-bowl_0021_img,False
pilot-containment-bowl_0002_img,True
pilot-containment-multi-bowl_0016_img,True
pilot-containment-box_0014_img,True
pilot-containment-vase_0004_img,False
pilot-containment-cone-plate_0020_img,True
pilot-containment-cone-plate_0005_img,False
pilot-containment-box_0002_img,False
pilot-containment-cylinder-bowl_0023_img,False
pilot-containment-cylinder-bowl_0003_img,False
pilot-containment-bowl_0001_img,False
pilot-containment-vase_0006_img,True
pilot-containment-vase_0002_img,True
pilot-containment-box_0024_img,False
pilot-containment-torus_0003_img,True
pilot-containment-box_0011_img,False
pilot-containment-vase_0001_img,True
pilot-containment-box_0008_img,True
pilot-containment-vase_0022_img,False
pilot-containment-cone-plate_0004_img,True
pilot-containment-box_0016_img,True
pilot-containment-multi-bowl_0005_img,True
pilot-containment-bowl_0030_img,False
pilot-containment-cone-plate_0010_img,True
pilot-containment-cone-plate_0007_img,False
pilot-containment-multi-bowl_0018_img,False
pilot-containment-cone-plate_0000_img,True
pilot-containment-vase_0005_img,False
pilot-containment-torus_0013_img,False
pilot-containment-bowl_0033_img,False
pilot-containment-torus_0007_img,False
pilot-containment-torus_0012_img,False
pilot-containment-bowl_0034_img,True
pilot-containment-cylinder-bowl_0001_img,False
pilot-containment-torus_0002_img,True
pilot-containment-cylinder-bowl_0006_img,True
pilot-containment-bowl_0014_img,True
pilot-containment-multi-bowl_0015_img,True
pilot-containment-torus_0009_img,False
pilot-containment-bowl_0027_img,False
pilot-containment-bowl_0023_img,False
pilot-containment-cylinder-bowl_0018_img,True
pilot-containment-bowl_0026_img,False
pilot-containment-torus_0000_img,True
pilot-containment-bowl_0019_img,False
pilot-containment-vase_0016_img,True
pilot-containment-multi-bowl_0012_img,True
pilot-containment-box_0007_img,True
pilot-containment-bowl_0020_img,False
pilot-containment-multi-bowl_0000_img,True
pilot-containment-multi-bowl_0003_img,False
pilot-containment-torus_0020_img,True
pilot-containment-box_0018_img,False
pilot-containment-cone-plate_0013_img,True
pilot-containment-multi-bowl_0019_img,True
pilot-containment-vase_0015_img,False
pilot-containment-bowl_0029_img,True
pilot-containment-bowl_0013_img,True
pilot-containment-bowl_0016_img,False
pilot-containment-multi-bowl_0020_img,False
pilot-containment-cone-plate_0003_img,True
pilot-containment-vase_0023_img,False
pilot-containment-cone-plate_0015_img,True
pilot-containment-vase_0003_img,False
pilot-containment-torus_0004_img,False
pilot-containment-vase_0010_img,False
pilot-containment-bowl_0022_img,False
pilot-containment-bowl_0032_img,True
pilot-containment-bowl_0031_img,False
pilot-containment-box_0004_img,True
pilot-containment-multi-bowl_0006_img,True
pilot-containment-cone-plate_0001_img,False
pilot-containment-cone-plate_0016_img,True
pilot-containment-bowl_0008_img,False
pilot-containment-torus_0014_img,False
pilot-containment-vase_0000_img,False
pilot-containment-vase_0013_img,False
pilot-containment-vase_0019_img,True
pilot-containment-cone-plate_0021_img,True
pilot-containment-vase_0008_img,False
pilot-containment-multi-bowl_0021_img,True
pilot-containment-bowl_0003_img,True
pilot-containment-box_0023_img,True
pilot-containment-multi-bowl_0022_img,False
pilot-containment-box_0000_img,False
pilot-containment-box_0020_img,False
pilot-containment-vase_0021_img,True
pilot-containment-cylinder-bowl_0011_img,True
pilot-containment-bowl_0005_img,False
pilot-containment-box_0019_img,False
pilot-containment-bowl_0025_img,False
pilot-containment-bowl_0009_img,False
pilot-containment-cylinder-bowl_0022_img,False
pilot-containment-multi-bowl_0001_img,False
pilot-containment-multi-bowl_0007_img,False
pilot-containment-box_0021_img,True
pilot-containment-cylinder-bowl_0008_img,True
pilot-containment-bowl_0028_img,True
pilot-containment-cylinder-bowl_0016_img,True
pilot-containment-vase_0014_img,True
pilot-containment-cone-plate_0008_img,True
pilot-containment-multi-bowl_0010_img,True
pilot-containment-bowl_0010_img,False
pilot-containment-multi-bowl_0023_img,True
pilot-containment-cylinder-bowl_0002_img,False
pilot-containment-cylinder-bowl_0010_img,True
pilot-containment-torus_0001_img,True
pilot-containment-torus_0008_img,True
pilot-containment-cone-plate_0002_img,False
pilot-containment-multi-bowl_0008_img,True
pilot-containment-vase_0007_img,False
pilot-containment-torus_0006_img,True
pilot-containment-box_0022_img,False
