,ground truth outcome
pilot-containment-cone-plate_0011_img,True
pilot-containment-bowl_0015_img,False
pilot-containment-cylinder-bowl_0004_img,True
pilot-containment-torus_0024_img,False
pilot-containment-vase_0009_img,False
pilot-containment-cone-plate_0024_img,True
pilot-containment-multi-bowl_0011_img,False
pilot-containment-multi-bowl_0009_img,True
pilot-containment-torus_0021_img,False
pilot-containment-vase_0020_img,False
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0010_img,True
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0007_img,True
pilot_it2_rollingSliding_simple_ramp_box_2_dis_2_occ_0006_img,False
pilot_it2_rollingSliding_simple_ramp_box_2_dis_2_occ_0010_img,False
pilot_it2_rollingSliding_simple_ledge_box_0004_img,True
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0007_img,True
pilot_it2_rollingSliding_simple_ramp_box_2_dis_2_occ_0000_img,False
pilot_it2_rollingSliding_simple_collision_tdw_2_dis_2_occ_0009_img,True
pilot_it2_rollingSliding_simple_collision_box_0010_img,False
pilot_it2_rollingSliding_simple_ledge_tdw_1_dis_1_occ_0000_img,True
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0010_img,True
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0000_img,False
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0003_img,True
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0004_img,False
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0006_img,False
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0009_img,True
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0001_img,False
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0012_img,False
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0006_img,True
pilot_it2_rollingSliding_simple_ledge_tdw_1_dis_1_occ_0004_img,False
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0005_img,True
pilot_it2_rollingSliding_simple_ledge_tdw_1_dis_1_occ_0001_img,True
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0010_img,False
pilot_it2_rollingSliding_simple_collision_box_0006_img,False
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0003_img,False
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0007_img,False
pilot_it2_rollingSliding_simple_ledge_box_0005_img,False
pilot_it2_rollingSliding_simple_ramp_box_2_dis_2_occ_0012_img,True
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0008_img,True
pilot_it2_rollingSliding_simple_collision_box_0000_img,True
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0003_img,True
pilot_it2_rollingSliding_simple_ramp_box_2_dis_2_occ_0005_img,True
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0000_img,False
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0009_img,False
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0006_img,False
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0005_img,False
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0009_img,True
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0011_img,False
pilot_it2_rollingSliding_simple_collision_box_0004_img,True
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0001_img,False
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0003_img,False
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0012_img,False
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0008_img,False
pilot_it2_rollingSliding_simple_ramp_box_2_dis_2_occ_0009_img,True
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0002_img,False
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0000_img,True
pilot_it2_rollingSliding_simple_collision_tdw_2_dis_2_occ_0008_img,True
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0004_img,True
pilot_it2_rollingSliding_simple_ledge_tdw_1_dis_1_occ_0002_img,True
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0012_img,False
pilot_it2_rollingSliding_simple_collision_tdw_2_dis_2_occ_0012_img,False
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0011_img,False
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0000_img,False
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0001_img,False
pilot_it2_rollingSliding_simple_collision_tdw_2_dis_2_occ_0006_img,False
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0004_img,False
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0003_img,False
pilot_it2_rollingSliding_simple_ledge_tdw_1_dis_1_occ_0010_img,True
pilot_it2_rollingSliding_simple_ramp_box_2_dis_2_occ_0001_img,False
pilot_it2_rollingSliding_simple_ledge_box_0012_img,True
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0002_img,True
pilot_it2_rollingSliding_simple_collision_tdw_2_dis_2_occ_0001_img,False
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0005_img,True
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0009_img,True
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0007_img,False
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0005_img,True
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0001_img,False
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0010_img,True
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0011_img,True
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0005_img,True
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0011_img,True
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0004_img,False
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0000_img,True
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0012_img,False
pilot_it2_rollingSliding_simple_ledge_box_0010_img,True
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0001_img,False
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0010_img,False
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0003_img,False
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0005_img,False
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0012_img,False
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0010_img,False
pilot_it2_rollingSliding_simple_ledge_tdw_1_dis_1_occ_0008_img,True
pilot_it2_rollingSliding_simple_collision_tdw_2_dis_2_occ_0010_img,False
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0002_img,True
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0004_img,True
pilot_it2_rollingSliding_simple_collision_box_0003_img,True
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0007_img,True
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0001_img,False
pilot_it2_rollingSliding_simple_collision_tdw_2_dis_2_occ_0007_img,False
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0007_img,True
pilot_it2_rollingSliding_simple_collision_tdw_2_dis_2_occ_0004_img,True
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0006_img,True
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0001_img,False
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0006_img,True
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0003_img,True
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0008_img,False
pilot_it2_rollingSliding_simple_ledge_box_0003_img,True
pilot_it2_rollingSliding_simple_ramp_box_2_dis_2_occ_0003_img,False
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0006_img,False
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0012_img,True
pilot_it2_rollingSliding_simple_collision_tdw_2_dis_2_occ_0005_img,True
pilot_it2_rollingSliding_simple_ledge_tdw_1_dis_1_occ_0003_img,True
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0005_img,False
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0012_img,True
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0008_img,True
pilot_it2_rollingSliding_simple_collision_box_0012_img,True
pilot_it2_rollingSliding_simple_collision_box_0005_img,False
pilot_it2_rollingSliding_simple_ledge_box_0000_img,False
pilot_it2_rollingSliding_simple_collision_box_0002_img,False
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0004_img,False
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0001_img,False
pilot_it2_rollingSliding_simple_ledge_tdw_2_dis_2_occ_0008_img,False
pilot_it2_rollingSliding_simple_ledge_box_0002_img,True
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0004_img,True
pilot_it2_rollingSliding_simple_collision_box_0009_img,True
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0000_img,True
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0000_img,False
pilot_it2_rollingSliding_simple_ledge_box_1_dis_1_occ_0002_img,True
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0011_img,False
pilot_it2_rollingSliding_simple_ledge_tdw_1_dis_1_occ_0012_img,True
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0002_img,True
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0002_img,True
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0010_img,False
pilot_it2_rollingSliding_simple_collision_tdw_2_dis_2_occ_0011_img,False
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0003_img,True
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0006_img,False
pilot_it2_rollingSliding_simple_collision_box_0011_img,False
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0008_img,False
pilot_it2_rollingSliding_simple_collision_box_1_dis_1_occ_0011_img,True
pilot_it2_rollingSliding_simple_ledge_box_0011_img,False
pilot_it2_rollingSliding_simple_ramp_box_2_dis_2_occ_0007_img,True
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0011_img,False
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0012_img,True
pilot_it2_rollingSliding_simple_ledge_box_0007_img,True
pilot_it2_rollingSliding_simple_ramp_tdw_1_dis_1_occ_0011_img,True
pilot_it2_rollingSliding_simple_ledge_box_0008_img,True
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0009_img,True
pilot_it2_rollingSliding_simple_ledge_box_0006_img,True
pilot_it2_rollingSliding_simple_collision_box_2_dis_2_occ_0009_img,True
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0006_img,False
pilot_it2_rollingSliding_simple_ramp_box_2_dis_2_occ_0011_img,True
pilot_it2_rollingSliding_simple_collision_tdw_1_dis_1_occ_0002_img,False
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0002_img,True
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0000_img,False
pilot_it2_rollingSliding_simple_ledge_box_2_dis_2_occ_0010_img,False
pilot_it2_rollingSliding_simple_ramp_box_2_dis_2_occ_0008_img,True
pilot_it2_rollingSliding_simple_collision_box_0007_img,False
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0008_img,False
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0004_img,False
pilot_it2_rollingSliding_simple_ramp_box_1_dis_1_occ_0007_img,True
pilot_it2_drop_sidezone_tdw_2_dis_2_occ_0005_img,True
pilot_it2_drop_sidezone_tdw_1_dis_1_occ_0009_img,True
pilot_it2_drop_sidezone_box_1_dis_1_occ_0000_img,True
pilot_it2_drop_sidezone_box_1_dis_1_occ_0007_img,False
pilot_it2_drop_all_bowls_tdw_2_dis_2_occ_0003_img,True
pilot_it2_drop_sizes_box_0006_img,True
pilot_it2_drop_sidezone_tdw_1_dis_1_occ_0000_img,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0005_img,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0005_img,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0005_img,False
pilot_it2_drop_sidezone_box_2_dis_2_occ_0000_img,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0002_img,False
pilot_it2_drop_all_bowls_box_1_dis_1_occ_0006_img,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0007_img,True
pilot_it2_drop_sidezone_box_1_dis_1_occ_0001_img,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0000_img,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0006_img,True
pilot_it2_drop_sizes_box_0008_img,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0009_img,True
pilot_it2_drop_all_bowls_box_0003_img,False
pilot_it2_drop_all_bowls_box_0006_img,False
pilot_it2_drop_all_bowls_box_1_dis_1_occ_0008_img,False
pilot_it2_drop_simple_box_1_dis_1_occ_0004_img,True
pilot_it2_drop_sidezone_box_2_dis_2_occ_0002_img,False
pilot_it2_drop_all_bowls_tdw_1_dis_1_occ_0007_img,False
pilot_it2_drop_sizes_box_0003_img,True
pilot_it2_drop_sidezone_box_1_dis_1_occ_0008_img,True
pilot_it2_drop_simple_box_2_dis_2_occ_0006_img,False
pilot_it2_drop_all_bowls_box_1_dis_1_occ_0000_img,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0001_img,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0008_img,True
pilot_it2_drop_simple_box_2_dis_2_occ_0001_img,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0007_img,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0000_img,False
pilot_it2_drop_sidezone_tdw_1_dis_1_occ_0005_img,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0007_img,False
pilot_it2_drop_sidezone_box_2_dis_2_occ_0001_img,True
pilot_it2_drop_simple_box_1_dis_1_occ_0005_img,False
pilot_it2_drop_all_bowls_tdw_1_dis_1_occ_0000_img,True
pilot_it2_drop_all_bowls_box_2_dis_2_occ_0006_img,False
pilot_it2_drop_all_bowls_tdw_2_dis_2_occ_0001_img,False
pilot_it2_drop_all_bowls_box_0004_img,True
pilot_it2_drop_all_bowls_box_1_dis_1_occ_0005_img,True
pilot_it2_drop_sidezone_box_0004_img,False
pilot_it2_drop_all_bowls_tdw_1_dis_1_occ_0004_img,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0004_img,False
pilot_it2_drop_sidezone_box_1_dis_1_occ_0005_img,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0008_img,True
pilot_it2_drop_all_bowls_box_2_dis_2_occ_0005_img,True
pilot_it2_drop_all_bowls_box_2_dis_2_occ_0009_img,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0002_img,True
pilot_it2_drop_sidezone_box_0008_img,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0000_img,False
pilot_it2_drop_all_bowls_tdw_2_dis_2_occ_0002_img,False
pilot_it2_drop_all_bowls_box_2_dis_2_occ_0002_img,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0008_img,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0009_img,True
pilot_it2_drop_all_bowls_box_2_dis_2_occ_0004_img,False
pilot_it2_drop_sidezone_box_0003_img,False
pilot_it2_drop_all_bowls_tdw_2_dis_2_occ_0006_img,True
pilot_it2_drop_sidezone_tdw_1_dis_1_occ_0003_img,False
pilot_it2_drop_all_bowls_tdw_1_dis_1_occ_0002_img,False
pilot_it2_drop_sizes_box_0002_img,False
pilot_it2_drop_sidezone_box_1_dis_1_occ_0009_img,True
pilot_it2_drop_sidezone_box_1_dis_1_occ_0003_img,True
pilot_it2_drop_sizes_box_1_dis_1_occ_0003_img,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0004_img,True
pilot_it2_drop_all_bowls_tdw_2_dis_2_occ_0007_img,False
pilot_it2_drop_simple_tdw_1_dis_1_occ_0003_img,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0001_img,True
pilot_it2_drop_all_bowls_tdw_1_dis_1_occ_0001_img,False
pilot_it2_drop_sizes_box_0009_img,False
pilot_it2_drop_all_bowls_tdw_2_dis_2_occ_0008_img,False
pilot_it2_drop_all_bowls_tdw_2_dis_2_occ_0000_img,False
pilot_it2_drop_all_bowls_box_1_dis_1_occ_0007_img,False
pilot_it2_drop_simple_tdw_2_dis_2_occ_0006_img,True
pilot_it2_drop_sidezone_tdw_2_dis_2_occ_0008_img,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0005_img,True
pilot_it2_drop_sidezone_box_0006_img,True
pilot_it2_drop_all_bowls_tdw_2_dis_2_occ_0004_img,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0002_img,False
pilot_it2_drop_simple_box_1_dis_1_occ_0001_img,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0007_img,True
pilot_it2_drop_simple_box_2_dis_2_occ_0000_img,True
pilot_it2_drop_sidezone_tdw_2_dis_2_occ_0002_img,True
pilot_it2_drop_all_bowls_tdw_2_dis_2_occ_0009_img,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0009_img,False
pilot_it2_drop_simple_box_1_dis_1_occ_0008_img,False
pilot_it2_drop_sidezone_box_2_dis_2_occ_0008_img,True
pilot_it2_drop_sidezone_box_2_dis_2_occ_0006_img,True
pilot_it2_drop_simple_tdw_1_dis_1_occ_0004_img,False
pilot_it2_drop_sidezone_box_1_dis_1_occ_0002_img,True
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0000_img,False
pilot_it2_drop_simple_box_2_dis_2_occ_0007_img,True
pilot_it2_drop_simple_box_2_dis_2_occ_0003_img,True
pilot_it2_drop_sidezone_box_2_dis_2_occ_0007_img,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0008_img,False
pilot_it2_drop_simple_box_1_dis_1_occ_0007_img,False
pilot_it2_drop_all_bowls_box_1_dis_1_occ_0004_img,False
pilot_it2_drop_all_bowls_box_2_dis_2_occ_0003_img,True
pilot_it2_drop_sidezone_tdw_2_dis_2_occ_0001_img,False
pilot_it2_drop_sidezone_box_0002_img,False
pilot_it2_drop_sidezone_tdw_2_dis_2_occ_0009_img,False
pilot_it2_drop_all_bowls_box_2_dis_2_occ_0007_img,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0001_img,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0006_img,False
pilot_it2_drop_sidezone_box_1_dis_1_occ_0004_img,False
pilot_it2_drop_sidezone_tdw_1_dis_1_occ_0004_img,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0007_img,True
pilot_it2_drop_all_bowls_tdw_1_dis_1_occ_0009_img,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0002_img,True
pilot_it2_drop_all_bowls_box_1_dis_1_occ_0001_img,False
pilot_it2_drop_sizes_box_2_dis_2_occ_0009_img,True
pilot_it2_drop_sidezone_box_0000_img,False
pilot_it2_drop_sizes_box_1_dis_1_occ_0004_img,True
pilot_it2_drop_simple_box_1_dis_1_occ_0000_img,False
pilot_it2_drop_sidezone_tdw_1_dis_1_occ_0007_img,True
pilot_it2_drop_all_bowls_box_0001_img,False
pilot_it2_drop_sidezone_tdw_2_dis_2_occ_0006_img,False
pilot_it2_drop_all_bowls_box_2_dis_2_occ_0001_img,False
pilot_it2_drop_all_bowls_box_1_dis_1_occ_0003_img,False
pilot_it2_drop_all_bowls_tdw_1_dis_1_occ_0005_img,False
pilot_it2_drop_all_bowls_box_1_dis_1_occ_0002_img,True
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0003_img,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0003_img,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0003_img,False
pilot_it2_drop_sidezone_box_2_dis_2_occ_0005_img,True
pilot_it2_drop_sidezone_box_1_dis_1_occ_0006_img,True
pilot_it2_drop_all_bowls_tdw_1_dis_1_occ_0008_img,True
pilot_it2_drop_simple_box_2_dis_2_occ_0005_img,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0009_img,True
pilot_it2_drop_sidezone_box_2_dis_2_occ_0004_img,True
pilot_it2_drop_all_bowls_box_2_dis_2_occ_0008_img,True
pilot_it2_drop_all_bowls_tdw_1_dis_1_occ_0003_img,False
pilot_it2_drop_all_bowls_box_0008_img,False
pilot_it2_drop_simple_box_1_dis_1_occ_0002_img,False
pilot_it2_drop_sizes_tdw_1_dis_1_occ_0001_img,True
pilot_it2_drop_simple_box_2_dis_2_occ_0004_img,False
pilot_it2_drop_simple_box_1_dis_1_occ_0009_img,True
pilot_it2_drop_sizes_box_0000_img,True
pilot_it2_drop_sidezone_box_2_dis_2_occ_0009_img,True
pilot_it2_drop_sidezone_tdw_2_dis_2_occ_0000_img,False
pilot_it2_drop_sidezone_tdw_2_dis_2_occ_0004_img,False
pilot_it2_drop_sidezone_tdw_2_dis_2_occ_0003_img,True
pilot_it2_drop_sizes_box_0005_img,True
pilot_it2_drop_sizes_box_2_dis_2_occ_0008_img,True
pilot_it2_drop_simple_tdw_2_dis_2_occ_0001_img,False
pilot_it2_drop_all_bowls_tdw_2_dis_2_occ_0005_img,False
pilot_it2_drop_sizes_tdw_2_dis_2_occ_0003_img,False
pilot_it2_drop_sizes_box_0001_img,False
test14_0007_img,False
test14_0015_img,True
test15_0007_img,False
test13_0009_img,False
test15_0009_img,True
test18_0005_img,True
test11_0015_img,True
test11_0002_img,False
test15_0010_img,True
test12_0012_img,True
test15_0001_img,False
test15_0018_img,False
test10_0018_img,False
test16_0002_img,True
test16_0006_img,True
test17_0006_img,False
test19_0000_img,False
test11_0016_img,True
test16_0014_img,False
test19_0002_img,True
test19_0013_img,False
test19_0005_img,False
test14_0011_img,True
test12_0003_img,True
test19_0003_img,True
test12_0011_img,True
test11_0009_img,False
test17_0013_img,True
test19_0015_img,False
test16_0019_img,False
test11_0003_img,False
test15_0019_img,False
test12_0001_img,True
test10_0016_img,True
test17_0010_img,False
test12_0002_img,True
test19_0011_img,False
test18_0008_img,True
test10_0011_img,False
test19_0017_img,False
test19_0007_img,True
test17_0012_img,False
test11_0006_img,True
test13_0002_img,False
test18_0012_img,False
test10_0013_img,False
test16_0008_img,True
test18_0007_img,False
test15_0014_img,False
test16_0015_img,True
test16_0007_img,False
test11_0008_img,False
test17_0003_img,True
test12_0007_img,True
test10_0010_img,True
test18_0002_img,True
test10_0014_img,True
test18_0010_img,True
test17_0004_img,True
test11_0001_img,True
test18_0016_img,True
test15_0004_img,False
test13_0019_img,True
test12_0004_img,False
test13_0012_img,False
test13_0017_img,False
test18_0006_img,False
test11_0004_img,False
test14_0013_img,False
test17_0014_img,False
test12_0013_img,True
test16_0013_img,False
test19_0008_img,True
test19_0016_img,False
test17_0019_img,False
test13_0004_img,True
test11_0005_img,False
test17_0001_img,False
test10_0006_img,True
test14_0001_img,True
test16_0009_img,True
test15_0005_img,True
test13_0006_img,True
test14_0019_img,True
test10_0017_img,True
test19_0019_img,False
test18_0014_img,True
test13_0018_img,False
test17_0009_img,False
test12_0017_img,True
test11_0018_img,False
test19_0012_img,False
test14_0003_img,True
test11_0017_img,False
test11_0019_img,False
test12_0014_img,True
test15_0000_img,False
test15_0011_img,False
test19_0010_img,False
test16_0003_img,False
test10_0002_img,True
test12_0005_img,True
test18_0001_img,True
test11_0013_img,False
test13_0015_img,True
test12_0019_img,True
test13_0013_img,False
test17_0018_img,False
test15_0006_img,False
test14_0018_img,True
test14_0009_img,True
test16_0000_img,False
test10_0001_img,False
test12_0009_img,False
test13_0010_img,True
test16_0004_img,True
test15_0012_img,False
test13_0011_img,False
test15_0003_img,False
test17_0017_img,False
test17_0007_img,False
test13_0000_img,False
test15_0016_img,True
test14_0014_img,True
test12_0018_img,False
test13_0001_img,False
test17_0016_img,False
test18_0009_img,True
test11_0011_img,True
test18_0013_img,False
test12_0000_img,True
test17_0000_img,True
test14_0004_img,True
test11_0010_img,True
test18_0000_img,False
test19_0006_img,False
test18_0015_img,True
test10_0015_img,True
test15_0015_img,True
test15_0017_img,True
test19_0004_img,False
test13_0007_img,True
test10_0007_img,True
test18_0004_img,False
test14_0016_img,True
test17_0011_img,True
test12_0008_img,True
test16_0010_img,True
test18_0003_img,False
test14_0017_img,True
